id,reviewerName,rating,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
2351,"J. Norton ""Old & Wise""",4.0,"It's the top end besides the stupid expensive Extreme.  It works fine.  I've had 4-5.  I'd get cheaper ones which I suspect are about as good, but slow or fail isn't worth it to me to save a couple bucks.  This just work, and work fast.",2014-12-01,7,0,0,0,0,0.0,0.0
2360,Joe Brawn,2.0,"I bough it because it said it was fast, but not. I'm only getting 13Mb/s with an Galaxy Note II a very fast an excellent phone.",2013-02-25,651,0,3,3,-3,0.0,4.8683609171202235e-17
2372,"Joel R. Daniel ""JRDevo""",3.0,"Why is you buy a 16GB card and when you install it, you have only 14.8 GB? Exactly where does that 1GB+ I PAID FOR...go to?",2014-04-28,224,0,1,1,-1,0.0,0.0
2374,joemaamah,4.0,I have this in my phone storing the majority of my MP3 collection (400+ albums). It loaded 30Gs of music comparatively fast. And never seem to have any problems with skipping or stuttering I've had with slower cards. Probably would be a solid selection for video (I haven't tried it yet) and photos save off quickly allowing follow-up shots I would have missed before.,2013-12-16,357,0,0,0,0,0.0,0.0
2375,JOE MAL,2.0,The class ten card failed and jamed my phone a KYOCERA RISE : it was replaced with another regular H D 32GB SanDisk card and is working fine. The micro SDHC CARDS are 1/3 less in price than they used to be and are a best buy by far.Your Music PalJoe Mal,2014-07-01,160,0,0,0,0,0.0,0.0
2378,joenaples,4.0,"works great in my ASUS android tablet. the 32GB specification seems to limit the size, but it works great, some I am happy to write more words.",2013-11-12,391,0,0,0,0,0.0,0.0
2385,Joeyd1275,1.0,"im so upset right now it just died , turned on my phone and all my movies pics music all gone. card just died after three months bullcrap.",2012-11-20,748,0,0,0,0,0.0,0.0
2392,john181,4.0,"Only been a month or so but best price, quick shipping and MASSIVE storage.  I didn't run speed tests or anything but no issues.  I will edit this review if I have a problem down the road.",2013-07-22,504,0,0,0,0,0.0,0.0
2413,John,4.0,"Even the website ([...] had this card in the picture of what i'd be ordering. When i got a plain black sandisk card i was a bit concernes, and peeved sonsidering i bought the big one. Turns out android HATE class 10 cards and much more prefers Class 4 cards because of the way the OS accesses LOTS of files at once, and Class 4 timing is just better for their computations. Only the 1 star off because of my own expectations.Otherwise this is gonna make a great camera card, hopefully the pics take faster (it's certainly a size upgrade atleast!).",2013-09-17,447,0,0,0,0,0.0,0.0
2420,John,3.0,"I was really excited when this came out I have a Mac Air and a lot of music and film on it so the ability to stick this in my MiniDrive was great, it was that or buy a 128GB MiniDrive Air which is like $30 more that this and I already had a MiniDrive.  Problem is its not very fast, not fast enough, my girlfriend has a new 128GB MiniDrive and it runs way faster than this in my old adapter and new sandisk 128.  Its great though 128gb in this little chip glad its out cause now its just a matter of time before they make it better.Thanks",2014-04-16,236,1,1,2,0,0.5,0.0945312057342307
2421,John H Lang,4.0,I use this in my Samsung Galaxy Work Pro 12.2 Tablet. It woks so what else can you say?,2014-07-14,147,0,0,0,0,0.0,0.0
2422,"John ""John N.""",1.0,"I have only had this for about 2 months and it is already dead. My GoPro doesnt see the memory card, my PC doesnt see the memory card, both of my laptops do not see it.",2014-04-07,245,1,1,2,0,0.5,0.0945312057342307
2431,johnnydoggs,1.0,"I bought two of these from a major electronics retailer to make sure I don't get a bootleg one and they both crapped out on me. I usually buy from amazon but I needed them rig away . So unless that company has bought a large batch of bootleg cards or maybe I'm retarded. I bought them from the same store but different locations. I have switched brands now. Not taking anymore chances just in case a flood of bootleg ones hit the retail chains too. It worked fine at first but as the card filled up both times, both times they died and my pc or phone couldn't reformat it or recognize it. Good luck if you buy this major name brand, I thought they were the best too but not for me I guess.",2013-01-29,678,0,0,0,0,0.0,0.0
2434,John Q,1.0,"I bought this to store all my music on my phone, but it doesn't work. The phone has trouble reading from the card, and I keep having to reformat it. Buy one from Sony or some other company instead, especially if you have a GS3",2014-02-19,292,0,0,0,0,0.0,0.0
2437,"John Seidner ""John""",1.0,"Was working fine for 2 months. Randomly stopped working. Is not recognized by my computer or cell phone. I am beyond the Amazon return window, so this absolutely sucks.Wasted my money.",2012-12-15,723,0,0,0,0,0.0,0.0
2441,John the Revelator,4.0,"It is a 32 gb micro flash card.  It was bought for an Optimus Ultimate cell phone.  It works just the way it is supposed too.  It gives me added space for pictures, and comes with the full size adapter.",2014-05-30,192,0,0,0,0,0.0,0.0
2444,John Wald,4.0,I feel that San Disk seems to make the best memory cards. -I can't validate technically but this seems to be fast acess and seems to be problem free. I have confidence that &#34;must have picture&#34; will be captured properly.,2014-06-15,176,0,0,0,0,0.0,0.0
2449,Jolie' Ballard,4.0,I'm not sure what to say other than that this product works as described by the manufacturer and seller of this product.,2014-02-21,290,0,0,0,0,0.0,0.0
2456,Jonathan,3.0,"This is the second SanDisk micro SD that I've had to return due to some sort of error.  I am thinking I just have bad luck and hopefully 3rd time is the charm.During the time it was working properly, it seemed to be quick.",2013-02-25,651,0,0,0,0,0.0,0.0
2459,Jon Daley,1.0,"I first tried putting it in my camera, without formatting.  It just said &#34;insert another card&#34;.  I put it into my linux computer, and it output lots of errors in the syslog, and fsck wouldn't work at all, just error'ed out, so I couldn't even format it.My windows computer couldn't recognize it either, though it tried to format it.  My phone didn't give any errors, but I wasn't able to really test it there.  (I do wonder if just the mini to standard adapter is the problem, since my phone has a mini slot, and everywhere else that I tried it needed the adapter...Exchanging for a different brand, and I'll see what happens.",2013-05-19,568,0,0,0,0,0.0,0.0
2461,Jonelle Phillips,1.0,I purchased four (4) items from amazon and when I opened the box my 32gb memory card was missing. So rating this product is truly impossible,2013-09-27,437,0,2,2,-2,0.0,0.0
2466,"J. Onsager ""JONsager""",4.0,The only drawback that I can assign to these SD cards is the limit of a 5 year warranty unlike Kingston.,2013-06-06,550,0,0,0,0,0.0,0.0
2468,"J_Onyx ""I never let my schooling interfere wi...",4.0,I've used Sandisk cards for as long as they have existed. These cards are fast and have the solid quality I expect from Sandisk. Recommend.,2014-12-06,2,0,0,0,0,0.0,0.0
2469,Joongyu Lee,3.0,"It works fine with my galaxy note 8.0... it is hard to review now for performance, but the price is good... I think.",2013-06-19,537,0,0,0,0,0.0,0.0
2478,JoSCh,4.0,"Not a lot to say about it, it's storage.  I haven't done any speed tests or anything but it definitely works in a Samsung Galaxy S3 and I don't see any performance issues watching videos files stored on it.",2012-12-10,728,0,0,0,0,0.0,0.0
2488,Joseph Hubenschmidt,4.0,Purchased two 32 GBcards  for the two new Samsung S4s in or family.  After using for several weeks no issues at all saving a variety of files - photos and Office documents.,2013-11-09,394,0,0,0,0,0.0,0.0
2489,"Joseph Johnson Jr. ""Jaythree""",4.0,"I bought these in hopes to replace my standard Sandisk 64gb models for quickness.  I'm not saying they are lightning fast, but they are definitely faster than the standard version.  I bought one for each of my phones and my tablets,  They work great.  When the 128gb is available, I will try the faster version of those also.",2014-04-28,224,0,0,0,0,0.0,0.0
2490,"JOSEPH ""Joseph Brown""",4.0,"After having my first ever failure of a SD card, a 32GB SanDisk Micro SD card that went from apparently fine to totally corrupted in a matter of minutes, and before I could salvage anything on it. With the refund from Amazon of the 32 GB card I purchased this 64GB Ultra card as the replacement for my phone.After having problems getting the full 64 GB seen as an individual 64 GB and not a partitioned into two 32 GB files on the card, and the secret is to NOT format the card in a computer, format the card IN THE PHONE, then via USB or WiFi you can add back all the content,It is seemingly working great, seems fast with no undo lag when taking burst mode photos and I just hope it will continue to do so. I am much more contentious about backing up though, with Android, Amazon and Google pretty much all your content can be saved online and reinstalled but it takes time and is a big hassle so just backing up to a computer works great for the next 'just in case' time.",2013-04-17,600,0,0,0,0,0.0,0.0
2491,Joseph Learn,4.0,"First off, companies need to mark these right, they consider 1000mb to be 1 gig, when 1 gig is actually 1024 mb.That means you will end up with 62 gb &#60; and in all actuality it will read as 59 gb in your device &#62;other then that this card works awesome. I would highly recommend it!one star lost due to them not knowing how to measure data.",2012-12-27,711,0,0,0,0,0.0,0.0
2495,Josh D. Ladd,1.0,"Everything transfered over to my new SD card fine, but now my phone will randomly lose the SD card and have to search and re-scan it. Tried another SD card and no problems. Now I can only get a refund since its out of stock.Updated 12/9/12-SD card will not not work. My phone or computer will not read it. Lost everything. I'd advise if you are looking to purchase an SD card look at another brand.",2012-06-12,909,1,1,2,0,0.5,0.0945312057342307
2497,"Josh ""Josh""",3.0,"Even though it says my review is for the 32gb version it's for the 64gb. Not sure why it says 32gb above.I received this card to use in my 2013 MacBook Air for extra storage. I liked that the speeds were up to 30 MB/s. I figured there would be a little bit of a fudge factor but not this much.While I can consistently get almost 45 MB/s read speeds, the write speeds were only around 10.5 MB/s.I guess you could average these together but I don't think that's really the point. :-)I didn't see a review that dealt with this specifically so hopefully this will help someone else out in the future.Update: Only now did I go back and read the tiny print that ""Write speeds may be slower"". Well, that is obvious now but I think 1/4 of the speed is a lot slower.",2013-09-09,455,0,0,0,0,0.0,0.0
2498,Josh Thompson,4.0,I bought this to use I'm my Galaxy note 10.1 tablet. So far so good. Simple put into microsd slot and began storing data on it,2013-01-30,677,0,0,0,0,0.0,0.0
2507,"Joturnpyk ""Joturnpyk""",4.0,"This is a 'set-it-and-forget-it' item. Solid performance without issues. I forgot it is still in my Sony camera, Love it",2014-01-31,311,0,0,0,0,0.0,0.0
2510,J. Parnell,1.0,"After I put this card in my new S4, my camera would hang and just not respond to anything. Some apps also stopped working.  I put in my old 16GB card and everything worked fine.",2013-05-28,559,0,0,0,0,0.0,0.0
2520,"J. R. O. Neal ""Islidur""",3.0,It stores data and does a good job at it. What else can you say about something that has become so common place in today's world?,2014-09-05,94,0,0,0,0,0.0,0.0
2521,J. Roseboom,1.0,"I thought buying this directly from amazon would guarantee me an ""authentic"" sandisk.  Honestly, I'm not sure if I got an ""authentic"" one or not, but it's failed within 6 months.  Either it's not authentic or sandisk has really dropped the ball on quality.  P.s. it's made in CHINA - if that tells you anything.",2013-06-16,540,0,0,0,0,0.0,0.0
2522,"J. Ruiz ""Snazzie""",4.0,This is a very fast and reliable microSD card.  I used this on my Galaxy Note 2 and loaded movies and family pictures.  Transfer time is speedy!,2012-02-12,1030,0,0,0,0,0.0,0.0
2523,"J. Ryan ""luzzo""",1.0,"Sadly I missed the return window by a couple of days.  this card got flaky in my galaxy note 2, a little google research and it appears this is a very well known and widespread issue with these class 10 32gb cards.  Avoid until it's fixed.",2013-12-02,371,0,1,1,-1,0.0,0.0
2528,J.S.,1.0,"Despite the Class 10 rating, this card has much slower write speeds than some others and there are numerous examples online of it not being fast enough to work with the high resolution video from the GoPro Hero 3 Black Edition. If you're using that camera, choose one of the cards recommended on their site.",2013-04-09,608,2,0,2,2,1.0,0.3423802275066531
2530,J. Smith,1.0,"This died so fast and I barely used it.  in fact, I did not even put anything on it and it died.  My pad recognized it for a few weeks, but when I went to put stuff on it, it was dead.Complete garbage, stay away.",2014-01-19,323,0,1,1,-1,0.0,0.0
2534,J.Tenneyson,4.0,"I couldn't put any files onto the card that were &#62;5 Gb. A little disappointing since I wanted to store movies on it, but I guess it's a limitation of the MicroSD HC technology.",2014-01-04,338,0,0,0,0,0.0,0.0
2535,jt,4.0,Great value for the price.  Comes with an adaptor so it can be used in multiple types of devices.  I have had no issues with it and would recommend it.,2014-05-01,221,0,0,0,0,0.0,0.0
2539,"Juan A. Almada Jr. ""Juan""",3.0,I purchased this product a few months back as a replacement for another 32GB Sandisk memory card that wasn't even a year old that ceased to work. After using this memory card for a few months I started having the same problem where the card randomly stops working or is not even recognized by my Galaxy S3 phone. I tried plugging it into my computer with the provided adapter and it seldom gets recognized. This card is not worth the money for it will not last. Buy PNY or any other brand. Sandisk has lost a customer.03/12/2013 - Amazon.com rocks! They refunded the full amount of the purchase! Kudos to them!,2013-11-03,400,0,0,0,0,0.0,0.0
2551,Juan Mendes,4.0,"I still think i have sometimes problem reading with the memory, but i can't prove it, still works, never had an error by reading or writing, so 4 stars for you!",2013-12-05,368,0,0,0,0,0.0,0.0
2552,"Juan P. Bretti Mandarano ""Juan Pedro""",3.0,"This is a great speed card.More than 20 MB/sec. Works perfect on my Android device Samsung Galaxy SII (GT-I9100). Also works perfect using CyanongenMod 10.1.The only downside: the price. Is an expensive card.I use it for music playback, like PowerAmp, Spotify and Rdio. Works flawless.",2013-10-02,432,0,0,0,0,0.0,0.0
2556,Judy C Jackson,4.0,To be honest i purchased this because my son said I needed it with my tablet...I'm sure it will be fine...,2014-12-03,5,0,0,0,0,0.0,0.0
2559,Juggy1337,1.0,"I was using mine in a GoPro Hero 3.  The card just broke for no reason.  There is controversy weather its the GoPro or SanDisk, but after doing some Google research it seems that its more of SanDisk's fault as these SD cards also fail (or used to) in varies Samsung devices (phones / tablets).  Amazon sent me a replacement, so no harm done, but for the money you would expect something top notch.GoPro users (on the support forums) recommend getting 2x32GB SD cards, which have not had any issues as far as anyone knows.  The worst part is losing important content, I was lucky, I copied my movies from the SD card onto a HD on my PC.  Others not so lucky.",2013-07-17,509,0,0,0,0,0.0,0.0
2567,"Justin Cordoza ""Eco D.""",1.0,"I purchased this for my gopro hero 3 and it worked ok for a while, then suddenly the camera would only record about 10 seconds at a time.  After reading some forums online, I was prompted to swap this Sandisk out for a Samsung card.  All of my problems went away!  I still use this card for random storage, but I won't use it in a camera again.",2013-12-13,360,0,0,0,0,0.0,0.0
2569,justing6,4.0,"With this card I picked up for $35 amazon's black friday sale, I increased my GNII's storage to 80GB! It transfers data at about 15MB read/write, which is well below advertised. However, this is very similar to the speed that my GNII's built in storage transfers data at, so when running large applications off of this SD card I see no difference in speed than running apps off of the phone itself.",2013-01-16,691,0,0,0,0,0.0,0.0
2580,"J. Watts ""JLW""",3.0,The 64gb version does not seem as reliable as the lower gb versions. I have had to reformat this card twice .. a real nuisance. When its working .. it does well.,2013-08-12,483,0,0,0,0,0.0,0.0
2587,k24A8,4.0,"Good product, it arrived extremely fast and performs just as described. It was considerably cheaper than any other store I found. I specially like the speed of this SD Card. However do keep in mind that the speeds tend to be exaggerated. The speeds are way faster than normal SD CARD speeds and you will notice it, but not anywhere close to whats advertised. There a lot of factor that go in to consideration when it comes to the advertised speed. This is not the manufacture or seller fault, but it depends on the system that is being used.",2013-07-21,505,0,0,0,0,0.0,0.0
2589,KA,4.0,"Even though it's a class 10 card, writing data to it still takes a while. However, the card performs well in my phone. If you can get a good deal on this, you won't be disappointed.",2013-03-04,644,0,0,0,0,0.0,0.0
2592,KARINA BLOCK,4.0,"i bought this sandisk ultra 32 gb micro SDHC memory card for my go pro hero white edition, is really good anD works perfecly, try it, you wont regret!!",2013-09-16,448,0,0,0,0,0.0,0.0
2593,"Karl Alexander Monzon ""Karl  Monzn""",1.0,It Failed. It only worked 3 months.I used it in a Galaxy S3 phone. It seems that this brand has an issue with this model.I lost the information.,2013-08-11,484,1,0,1,1,1.0,0.2065493143772374
2595,Katelyn,4.0,"Its a good Micro card, self explanatory, I haven't had any issues with it. Works for just about putting anything on it.",2014-01-24,318,0,0,0,0,0.0,0.0
2599,"Kathy S ""Kathy Sacksteder""",4.0,"It arrived quickly, was easy to install, now, if I can just figure out how to save data onto it from my device...",2014-04-18,234,0,0,0,0,0.0,0.0
2603,Katy G.,4.0,good scan disk but the wrong one for my camera I needed a class 6 this class 10 locks up for no reason and even will lock up my computer when it does..,2014-12-07,1,0,0,0,0,0.0,0.0
2615,KC G,4.0,"Card works great, but the adapter was too loose to make full contact with the micro card to facilitate connectivity to the card reader.  Minor issue since I have several adapters... But it's worth noting.",2014-09-05,94,0,0,0,0,0.0,0.0
2625,Keith T. Merritt,4.0,I wanted a good sized SD card for my Android phone. This one was priced well and has been working without a glitch.,2013-08-22,473,0,0,0,0,0.0,0.0
2640,Ken,1.0,"I have lately purchased two micro-SD card one Sandisk Ultra 64GB microSDXC and 1 Sandisk Extreme Pro microSDHC 16GB. The first one claim 30MB/s the second claims 90-95MB/s. I 5 tests on my Galaxy Note 2 and 3 different benchmark test on my computer using USB 3.0 card reader. I can only get 7-8MB/s (this not even class 10, let alone UHS-1). I even did real world testing by copy a large set of data (2GB of photo).The result is no different. I do own Sandisk extreme SDHC card on my T3i and I do get 65MB/s of transfer rate. I strongly recommend consumers to test their premium (UHS-1) microSD. I felt very disappointed on Sandisk. I will try other brand like Samsung, Patriot or Lexar.",2013-09-01,463,0,1,1,-1,0.0,0.0
2645,Kenneth Castro,1.0,This doesn't work on the galaxy note 10.1. It is getting detected however it is not being utilized by the note 10.1.,2012-11-23,745,1,1,2,0,0.5,0.0945312057342307
2646,Kenneth E Williams,4.0,I have been using it for over a year now in my galaxy S3 and it seems fast and reliable.  Do we really know how good they are until it goes out or crashes?,2014-02-19,292,0,0,0,0,0.0,0.0
2649,Kenneth Lee,4.0,"i love this micro sd.  It enables me to expand the storage space on my Acer W3.  Great price too,",2013-11-25,378,0,0,0,0,0.0,0.0
2650,Kenneth Leon,4.0,"Works well, as advertised. I like the Class 10 speed. Price was right. Would recommend this product to others. Thank you.",2013-03-29,619,0,0,0,0,0.0,0.0
2653,Kenneth Shill,3.0,Some reason this card (and a replacement card) did not work with my GoPro Hero 3+.....therefore I could only give the card a 3* instead of a 5......ive also read that many people are having the same problem with ALL brands of micro SD 64 gb cards.,2014-08-04,126,0,0,0,0,0.0,0.0
2657,Kenny,4.0,This rating is based on multiple years of use of this memory card. Its reliable and easy to use. I would recommend this to anyone looking for a memory card for long term use.,2014-04-22,230,0,0,0,0,0.0,0.0
2660,Kent A. Compton,4.0,"I bought this to expand the limited memory of my Dell Venue Pro. I use it to store MP4 videos and MP3 music and streaming/playing both work very well. Even the description explicitly says &#34;Reformat into file system other than exFAT may cause instability&#34; I'd hope to use it to remap my OneDrive (FKA SkyDrive) folder which requires it being reformatted to NTFS.  The warning is correct--between Windows 8.1, the tablet and the SanDisk MicroSDXC the OS became unstable.  Once I'd reformatted and changed OneDrive's location to it I rebooted Windows 8.1 and Windows 8.1 could not detect the card. I reformatted the card back to exFAT and it works as expected.",2014-03-16,267,0,0,0,0,0.0,0.0
2668,Kevin C. Frith,4.0,"Have had no issues and does what is advertised.  Very handy.  Quite happy. :)I've used it with:  Windows 7, Mac OS X.Formatted as: FAT32 and NTFSVery good card. :)",2013-10-19,415,0,0,0,0,0.0,0.0
2671,Kevin,4.0,I just received this micro sd card. Everything works so far. I purchased 2 for my Galaxy s5 and my tablet. So far so go.,2014-04-24,228,0,0,0,0,0.0,0.0
2681,"K. Gross ""S.F. Magician""",1.0,"Card has failed several times in the phone I installed it in. I purchased it for the phone where it has resided for a month. In that time, it has required reformatting three times which makes its utility useless as a storage device.",2013-05-20,567,0,0,0,0,0.0,0.0
2684,k,3.0,"I was a little disappointed since it came without a box. So, where do I leave the adapter while the card is in the camera?",2013-02-16,660,0,0,0,0,0.0,0.0
2685,kh,4.0,It's a memory card. What else is there to say. This is a Class 10 so it reads and writes files very quickly.,2013-05-19,568,0,0,0,0,0.0,0.0
2688,Kichwa,4.0,"It is a good match for the Sansung ATIV.  I don't know that I have used it yet but, it's in there.",2013-07-29,497,0,0,0,0,0.0,0.0
2707,kj,3.0,"I connected it to my galaxy S4, but every now and then (once or twice a week) it will eject from my phone and the phone will need to re read the card. It's not a big issue, but when it happens you may need to wait like 4 min for your files.It happens a lot less now that i dont use the powersaving funtion. Something about the powersaving on the phone seems to not deliver enough power to the card.",2013-12-28,345,0,0,0,0,0.0,0.0
2716,Klew,4.0,"Something this small with so much information stored on it freaks me out. But I've had zero problems with it over the past year. The only issue I had is that the adapter that came with it did not work. The microsd card went into it kind of sidways like it was made wrong. Luckily I had another adapter lying around, and the sd card itself works perfectly and I've had no issues with data loss or corruption.",2013-09-26,438,0,0,0,0,0.0,0.0
2725,KM,4.0,Haven't had much time to place items on this card yet.  Formatted to my Samsung Galaxy Tab no problem.  Seems to do the job will keep you posted if problems arise?,2012-12-18,720,0,0,0,0,0.0,0.0
2732,K. Quade,4.0,"Worked as advertized, loads fast.  Only problem was pulling it out of the adapter after Loading it on my computer.",2012-12-14,724,0,0,0,0,0.0,0.0
2734,Kratos101i,4.0,"the extra room on my phone is great but ive noticed since installing it that its a lil slow when transferring files from my phone to the card, its not like im sitting there forever but its a noticeable difference between my old card and this one",2012-09-23,806,0,0,0,0,0.0,0.0
2735,Kris Bishop,4.0,Was very concerned when I realized this sd card was NOT the correct one for go pro.  But all seems ok at this time.,2014-06-17,174,0,0,0,0,0.0,0.0
2743,K. Rodriguez,1.0,"This card only lasted two weeks before it began giving read errors. I used it in a dash cam and no matter how many times I formatted, it would only record for about a minute before failing again. I picked up a PNY card since and it has worked beautifully. Unfortunately, I've been swamped and forgot to return this card before my 30 days. Not happy about that!",2013-09-08,456,0,0,0,0,0.0,0.0
2749,KSY,4.0,"I tested it in several UHS-1 compliant devices and found the write speed at 11-12 MByte/Second. Sounds fine for a class 10 card but this is not what I was paying for. I don't expect it to run anywhere close to UHS-1 interface speed (104 MB/S) but it should be close to 30 MB/S as the manufacturer advertised. I have a lot more choices if I am only looking for a class 10 card.Indeed, microSD cards are usually slower than full-size SD card. They use the same Flash controller so the reason is really microSD cards use slower NAND Flash. Manufacturers know you are not going to use microSD cards in high-speed SLRs so they get to sell you lower quality NAND at a premium. My advice to you the photography enthusiasts is to buy full-size SD cards rather than microSD cards with adaptors.That said, the compatibility is great. It works great with my tablets, PCs, GPSs and phones. That is what I like about SanDisk. They do thorough compatibility tests before product release.",2012-12-28,710,1,0,1,1,1.0,0.2065493143772374
2754,KY,3.0,"I bought two pieces and they were working well, but after filling one of them with videos, the entire card just failed. I was unable to reformat it, even by using Partition Magic. Otherwise the other one is working just fine.",2012-12-30,708,0,0,0,0,0.0,0.0
2765,"L7 ""Tech Head""",1.0,"I bought this for my Android phone and it kept stating ""media scanning"" over and over, even when the device was on or not even restarted. I thought it was the phone and was so annoyed. Then did a search and found that several others got a duds from this same batch off amazon. So not only did I pay for this, now I have a useless 32gb card that refuses to hold music on my phone, or anywhere else. I loaded a 4gb card in the same device and it only scans media when restarted and does not lag at all. The phone can hold up to 32 gb too. If you don't believe me, go onto the Sandisk message boards and look. It's a dud. So disappointing.",2013-07-28,498,1,0,1,1,1.0,0.2065493143772374
2774,L. Angier,4.0,"CompactFlash is just about perfect to use in a camera in the field. As the size shrinks, so does one's ability to easily handle the card. SD is getting marginal as far as usability in the field. Forget about changing a Micro SDHC card unless you are back at your computer! Too small to handle and easy to drop and loose!However, with the 32GB and 64GB cards, that's not quite an issue especially if you leave the card in the camera! The camera is larger than the card my a great deal. Set it down and it's a lot easier to find and handle than a micro card (shown twice as large as life when I was writing this review).My cards came with SD adaptors so that they would be useable in my work flow, a plus. Also, within the adaptor, I can use the card in devices with SD slots and download using my existing readers.",2013-02-06,670,0,0,0,0,0.0,0.0
2775,"Laron Taylor ""laronvonbaron""",3.0,I have a problem with the size of these mini cards --they are hard to hold on to  and get in and out of my drift cameras they get stuck all the time,2013-08-28,467,0,0,0,0,0.0,0.0
2780,Larry,3.0,"I owned one of these for a year before it lost its ability to write to itself. This was very disappointing, but not a deal breaker for me because San Disk products are usually built to last. I believe I just received a bad one from the batch that mine came from.",2013-12-15,358,0,0,0,0,0.0,0.0
2789,Lateef,1.0,"trash quality, broke and corrupted my data on two different cards",2014-01-07,335,0,0,0,0,0.0,0.0
2799,Lazer Fers,4.0,"I purchased the card in the Sandisk packaging, so I am pretty sure it is genuine. I tested it with various programs on the web that apparently can detect whether they are fakes or not. This one turned out to be a real Sandisk card. The card came formatted with FAT32.I read on the web about these micro SDs, and apparently they are not as fast as the full SD card version. I borrowed my brothers Sandisk 32gb full SD card to make comparison tests. Here are my official/unofficial test results using DiskBench V2.6.2.0 and H2testw 1.4 test. I will give the results as an ""overall"" result, because after testing these cards over and over with speed writes and reads, the results get mixed and varied to a big degree... much larger than I expected, but the numerous tests showed me a ""general"" trend. The trend is that the full SD cards do write faster than the MicroSD card. But, also remember that the microSD had to be put into an adapter to do the test on my PC while the fullSD card was put into the computer reader directly.These are just my averages, but:Small file writes:Both SD cards wrote at close to 10mb/sec. The microSD was less consistent in the tests and sometimes dropped to 8mb/sec.Small file reads:Both SD cards read at close to 20 mb/sec at their fastest.Large file copies to card:MicroSD wrote at 3.5mb/sec while the fullSD wrote at about 4mb/secLarge file reads copies from card:MicroSD was 10mb/sec while the fullSD read at about 14mb/sec.My conclusion:My tests were by no means official for this card and showed much variance dependent on file size of the reads and writes, but the fullSD card was faster in many cases, but equal to microSD in most cases. The small file writes and reads showed that they are similar enough. But, my only concern is with large file writes.... is 3.5 mb/sec good enough for rapid photography on a high pixel camera? I don't know. I have had no problem using these cards with H264 movie capture for hours. I am surprised that 3.5 mb/sec is enough.Also, never during the huge file copies to the card did I get any noticeable heating of the card itself, by touch even for an hour. I've noticed that it has been a complaint from many people on the web, some stating that they felt they might burn themselves. I copied files that took more than an hour with no noticeable temperature change, other than, perhaps a couple of degrees. Of course, this was on a PC and not installed in a camera.The card performs well for video work, and appears to meet many other tests performed by other people. I never saw a read close to 30 mb/sec... they were very consistent at 20 mb/sec at the highest performance.I would get the card again, if the price were right.",2012-10-20,779,1,1,2,0,0.5,0.0945312057342307
2801,LBB,4.0,As Advertised.  Appears to be working okay. No faults have occurred yet with the micro card.Would buy again. A+,2013-07-19,507,0,0,0,0,0.0,0.0
2803,L. Brewer,4.0,"Item arrived in a timely manner via USPS (surprisingly).  I bought this card to go in my GoPro camera, it fit in there gerat and now I have 3 hours of recording time.",2013-11-01,402,0,1,1,-1,0.0,0.0
2810,LeDerrius,4.0,Don't really use this for speed tests or anything but to hold music and everything it works great would recommend doesn't fail a lot and lose files,2013-12-31,342,0,0,0,0,0.0,0.0
2829,"Lewis A. Shepard ""Rollingwood Guitars""",3.0,I got a Samsung Galaxy Tab 7 2 and I got this to increase memory. I had hoped to transfer files from my MacBook but it will not recognize the memory card. I need to go to the Apple Genius bar to see if they can figure it out.,2013-03-20,628,0,0,0,0,0.0,0.0
2830,L. F. Hunter,1.0,"This card continually unmounted in my S4. It was really painful, when I remounted the card I sometimes retrieved my files, sometimes not. I have to say, though, that a card test in my PC, using Crucial diagnostics, went fine. My gut feel is that the card overheats, and shuts down in the S4, although I have no proof of this. What I do know is that it didn't work for me, and many others (google it). Naturally, Amazon refunded me the purchase cost when I returned the card, gotta love Amazon.I now have a Samsung 64g card, and no problems so far. I like Sandisk, but there's a compatibility problem here with the S4.",2013-06-27,529,2,0,2,2,1.0,0.3423802275066531
2832,LFP,4.0,Not a great deal to say about this. SanDisk is a reputable supplier and it was simply a plug-and-play installation for the phone. It is a memory card and it works.,2014-06-24,167,0,0,0,0,0.0,0.0
2834,LGmommy,4.0,We bought this for our new camera when we were expecting our first child. We use the camera about once per week (the iphone is just easier and usually takes a better picture for some reason) and we transfer the photos to our PC. It has worked well and we have no complaints so far (7 months).,2013-07-28,498,0,0,0,0,0.0,0.0
2835,L. He,1.0,"I was taking a tour in Hangzhou China and while I was shooting with my Canon 6D, the card out of sudden crashed. My camera won't recognize the card and it showed ""card reading error"". I had more than 2000 photos in it including the trip in Beijing and Xi'an. I was not able to cover those photos even with the common flash memory recovery softwares. I may have to send it to Sandisk subdivision LC Technologies to recover those photos, for the 64 gb they are asking for $325, regardless how much photos they can recover.Lesson learned: for important shoots, use 32 SDHC card, they are so far the most stable SD cards out there. I spent over $10K for this vacation and most of these valuable memories are gone. Thanks a lot Sandisk! I wish I could give negative stars if Amazon allowed me to.",2013-03-19,629,0,0,0,0,0.0,0.0
